symbol,name,market,asset_type,currency,index_family,expense_ratio_pct,complexity,tags,nisa_category,investment_style,is_leveraged,is_inverse,aliases
FEZ,ST SPDR ユーロ ストックス50 ETF,us,etf,USD,msci_world,0.29,beginner,low_cost,growth,both,false,false,ST SPDR ユーロ ストックス50 ETF ユーロ・ストックス50指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
FEPI,REX ファング&イノベーション エクイティ プレミアム インカムETF,us,etf,USD,style_factor,0.65,beginner,low_cost,,both,false,false,REX ファング&イノベーション エクイティ プレミアム インカムETF ソラクティブ・ファング・イノベーション・インデックス（Solactive FANG Innovation Index）を対象指数とし、カバードコール戦略によりリターン、インカムゲインを追求。
FGD,ファーストトラスト(FT)ダウ・ジョーンズ グローバルセレクト配当指数ファンド,us,etf,USD,dow_jones,0.56,beginner,low_cost,growth,both,false,false,ファーストトラスト(FT)ダウ・ジョーンズ グローバルセレクト配当指数ファンド 先進２５ヵ国市場を対象に高配当銘柄を厳選し、売買回転率を抑えた投資を行います。
FID,FT S&Pインターナショナル配当貴族ETF,us,etf,USD,dividend,0.60,beginner,low_cost,growth,both,false,false,FT S&Pインターナショナル配当貴族ETF 10年以上配当成長を持続する米国を除く約80-100の企業で構成されるS&Pインターナショナル配当貴族指数への連動を目指すETF。
FINX,グローバルX フィンテック ETF,us,etf,USD,sector,0.68,beginner,low_cost,growth,both,false,false,グローバルX フィンテック ETF 「Indxx・グローバル・フィンテック・セマティック・インデックス」の価格およびイールドのパフォーマンス(手数料および費用控除前)に連動する投資成果を提供することを目指す。
FIW,ファーストトラスト（FT）ウォーター ETF,us,etf,USD,sector,0.53,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）ウォーター ETF 米国上場上下水道ビジネス関連銘柄に投資します。
FJP,FT 日本株 AlphaDEXファンドETF,us,etf,USD,style_factor,0.80,beginner,low_cost,growth,both,false,false,FT 日本株 AlphaDEXファンドETF Nasdaq AlphaDEX® Japan™ Index に連動する投資成果を目指す。 当該指数は、ナスダック・ジャパン指数構成銘柄を対象に、成長性および割安性の定量評価に基づき銘柄を選別し、時価総額に依存しない配分で構成される。
FNGG,Direxion デイリー NYSE FANG+ ブル2倍 ETF,us,etf,USD,sector,0.98,leveraged,,,lump_sum,true,false,Direxion デイリー NYSE FANG+ ブル2倍 ETF 人気成長株10銘柄のパフォーマンスに連動するよう設計されているNYSE FANG+ 指数の日々のパフォーマンスの200％の日々の投資成果を追求する。
FIXD,FT スミス オポチュニスティック債券 ETF,us,etf,USD,bond,0.65,beginner,low_cost,,both,false,false,FT スミス オポチュニスティック債券 ETF 純資産の少なくとも80％を固定収入証券に投資し、長期的な総合リターンの最大化を目指す。投資対象には、米国政府や企業の債券、モーゲージ担保証券などが含まれる。
FLOW,グローバルＸ 米国キャッシュフローキング ETF,us,etf,USD,total_us,0.25,beginner,low_cost,,both,false,false,グローバルＸ 米国キャッシュフローキング ETF 米国株式市場全体と比較して高いフリー・キャッシュフロー利回りの米国企業へのエクスポージャーを提供します。
FLRN,ST SPDR Bloomberg 投資適格変動金利 ETF,us,etf,USD,bond,0.15,beginner,low_cost,,both,false,false,ST SPDR Bloomberg 投資適格変動金利 ETF Bloomberg U.S. Dollar Floating Rate Note ＜ 5 Years指数の価格と利回り実績（経費控除前）に連動する投資成果を目指します。
FPE,ファーストトラスト（FT）優先証券＆インカム ETF,us,etf,USD,bond,0.85,beginner,low_cost,,both,false,false,ファーストトラスト（FT）優先証券＆インカム ETF グローバル市場の優先証券、社債、ハイイールド債、転換証券等へアクティブに投資します。
FPX,ファーストトラスト（FT）米国株式 オポチュニティーズ ETF,us,etf,USD,style_factor,0.61,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）米国株式 オポチュニティーズ ETF U.S. IPOX-100指数に連動する投資成果を目指すETF
FRI,FT S&Pリート指数ファンド,us,etf,USD,reit,0.50,beginner,low_cost,growth,both,false,false,FT S&Pリート指数ファンド 米国の不動産投資信託（REIT）市場全体を測定する株価指数S&P United States REIT Indexへの連動を目指すETF。
FPXI,ファーストトラスト(FT)インターナショナル株式 オポチュニティーズ ETF,us,etf,USD,style_factor,0.70,beginner,low_cost,growth,both,false,false,ファーストトラスト(FT)インターナショナル株式 オポチュニティーズ ETF 米国以外のグローバル市場の、IPO後銘柄に投資します。
FSIG,ファーストトラスト(FT)リミテッドデュレーション投資適格社債ETF,us,etf,USD,bond,0.56,beginner,low_cost,,both,false,false,ファーストトラスト(FT)リミテッドデュレーション投資適格社債ETF 米国中短期社債にフォーカスするアクティブ運用米国債券ファンド。投資適格社債に投資しつつ柔軟な投資アプローチをとることにより、高利回りを獲得しつつ、金利リスクを抑えることを目指す。毎月分配型。
FTCS,ファーストトラスト（FT）キャピタル ストレングス ETF,us,etf,USD,style_factor,0.55,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）キャピタル ストレングス ETF キャピタル・ストレングス指数への連動を目指す。2006年7月から運用開始。資本力が高い米国企業50社にイコールウェイトで投資する。
FTGC,ファーストトラスト(FT)グローバル タクティカル コモディティ戦略ファンド,us,etf,USD,commodity,0.95,beginner,low_cost,growth,both,false,false,ファーストトラスト(FT)グローバル タクティカル コモディティ戦略ファンド 国内初のアクティブ運用型のコモディティ先物ETF。大豆、原油、小麦、生牛、金など、10～35 種類のコモディティの先物からアクティブに選択、毎月、最適な資産配分にリバランスを行う。
FTHI,ファーストトラスト（FT）バイライトインカム ETF,us,etf,USD,style_factor,0.75,beginner,low_cost,,both,false,false,ファーストトラスト（FT）バイライトインカム ETF インカム獲得を主な目的とし、値上がり益獲得を副次的目的とするアクティブ運用型のETF。幅広い米国株式に投資しつつ、S＆P500指数に対するコール・オプションの売りからオプションプレミアムを生み出すことにより、高い分配金とキャピタルの増価を目指す。
FTLS,ファーストトラスト（FT）ロングショート株式 ETF,us,etf,USD,style_factor,1.41,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）ロングショート株式 ETF 北米で事業展開する企業の優先ローンに投資します。
FTSL,ファーストトラスト（FT）シニアローン ファンド ETF,us,etf,USD,bond,0.86,beginner,low_cost,,both,false,false,ファーストトラスト（FT）シニアローン ファンド ETF 米国上場グローバル株式、ETF、株価指数先物を対象にロング／ショートのポートフォリオを構築し、長期収益の獲得を目指します。
FTSM,ファーストトラスト（FT）エンハンスト ショートマチュリティ ETF,us,etf,USD,bond,0.45,beginner,low_cost,,both,false,false,ファーストトラスト（FT）エンハンスト ショートマチュリティ ETF 一般的な米ドルMMFよりも高い柔軟性で、超短期債券ファンドより低リスク運用を狙うアクティブ運用ファンド。毎月分配型。
FTXL,ファーストトラスト（FT）ナスダック 半導体 ETF,us,etf,USD,sector,0.60,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）ナスダック 半導体 ETF 米国上場半導体関連30銘柄を選定し、変動性、バリュー、グロースの観点でスコアリングに基づき組入れ比率を決め投資します。
FVD,ファーストトラスト（FT）バリューライン 配当指数ファンド ETF,us,etf,USD,dividend,0.65,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）バリューライン 配当指数ファンド ETF スタンダード&プアーズ500総合株価指数の想定配当利回りと比較して、平均配当利回りを上回る水準の企業で構成されるバリュー・ライン配当指数に連動する投資成果を目指すETF
FXH,ファーストトラスト（FT）ヘルスケア AlphaDEXファンド ETF,us,etf,USD,style_factor,0.62,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）ヘルスケア AlphaDEXファンド ETF 米国上場大型ヘルスケア関連銘柄を対象にグロースとバリューの観点で選別し投資します。
FXI,iシェアーズ 中国大型株 ETF,us,etf,USD,china,0.74,beginner,low_cost,growth,both,false,false,iシェアーズ 中国大型株 ETF FTSE 中国 25 インデックスによって測定される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
FXL,ファーストトラスト（FT）テクノロジー AlphaDEXファンド ETF,us,etf,USD,style_factor,0.62,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）テクノロジー AlphaDEXファンド ETF 米国上場大型テクノロジー関連銘柄を対象にグロースとバリューの観点で選別し投資します。
FXN,ファーストトラスト（FT）エネルギー AlphaDEXファンド ETF,us,etf,USD,style_factor,0.62,beginner,low_cost,growth,both,false,false,"ファーストトラスト（FT）エネルギー AlphaDEXファンド ETF 米国のエネルギーセクターへの投資を行う株式ETF。Russell1,000の構成銘柄からグロース要因とバリュー要因で順位付けした上位銘柄のみで構成する、AlphaDEXルールに基づくストラタクワント・エネルギー指数への連動を目指す。"
FXZ,ファーストトラスト（FT）マテリアルズ AlphaDEXファンド ETF,us,etf,USD,style_factor,0.62,beginner,low_cost,growth,both,false,false,"ファーストトラスト（FT）マテリアルズ AlphaDEXファンド ETF 米国の素材（Materials）セクターへの投資を行う株式ETF。Russell1,000の構成銘柄からグロース要因とバリュー要因で順位付けした上位銘柄のみで構成する、AlphaDEXルールに基づくストラタクワント・マテリアルズ指数への連動を目指す。"
GAL,ST グローバルアロケーション ETF,us,etf,USD,reit,0.35,beginner,low_cost,growth,both,false,false,ST グローバルアロケーション ETF 株式、債券、REIT、コモディティ、物価連動債など様々な資産へ投資する。
GLXU,TRex 2倍 ロング GLXY デイリー ETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,TRex 2倍 ロング GLXY デイリー ETF ギャラクシーデジタル(NASDAQ:GLXY)の日々のパフォーマンスの200%の投資成果を目指す。
GPIQ,GS Nasdaq100 プレミアム インカム ETF,us,etf,USD,nasdaq100,0.29,beginner,low_cost,,both,false,false,GS Nasdaq100 プレミアム インカム ETF 主にNasdaq-100指数に含まれる株式等に投資するとともに、同指数への投資効果を持つコール・オプションを売却することで、毎月分配と値上がり益の両方を追求します。
GDX,ヴァンエック ベクトル 金鉱株ETF,us,etf,USD,small_us,0.51,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル 金鉱株ETF 金鉱株ETFは、NYSE Arca金鉱株インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。このインデックスは主に金鉱に関連する世界中の上場企業の銘柄で構成され、中小型株から大型株まで幅広く網羅しています。
GDXJ,ヴァンエック ベクトル ジュニア金鉱株 ETF,us,etf,USD,small_us,0.52,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル ジュニア金鉱株 ETF 中小型金鉱株ETFは、ヴァンエック・ベクトル中小型金鉱株インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。このインデックスは、売上高の50%以上が金鉱や銀鉱事業からのものであるか、開発後の金鉱または銀鉱の収入が企業全体の収入の50%以上となりうる不動産を有するか、あるいは主に金または銀に投資する、世界の上場企業の中小型株へのエクスポージャーを提供します。
GGLL,Direxion デイリー GOOGL株 ブル 2倍ETF,us,etf,USD,single_stock,1.06,leveraged,,,lump_sum,true,false,Direxion デイリー GOOGL株 ブル 2倍ETF アルファベット・クラスA普通株式の日々のパフォーマンスの150％の日々の投資成果を追求する。
GGLS,Direxion デイリー GOOGL株 ベア 1倍ETF,us,etf,USD,single_stock,1.06,inverse,,,lump_sum,false,true,Direxion デイリー GOOGL株 ベア 1倍ETF アルファベット・クラスA普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。
GINN,GS イノベーション ETF,us,etf,USD,sector,0.50,beginner,low_cost,growth,both,false,false,GS イノベーション ETF the Solactive Innovative Global Equity Indexに連動した成果を目指す。
GLD,SPDR ゴールド シェア,us,etf,USD,commodity,0.40,beginner,low_cost,growth,both,false,false,SPDR ゴールド シェア SPDRゴールドETF（金現物拠出型上場外国信託）は信託の割合的な未分割の受益権であり、主な資産は金に配分（または金で確保）されています。SPDRゴールドETF（金現物拠出型上場外国信託）の価値は、信託が保有する金の価値（ロンドン午後金値決め［London PM Fix］）に直接連動します。
GLDM,SPDR ゴールド ミニシェアーズ トラスト,us,etf,USD,commodity,0.10,beginner,low_cost,growth,both,false,false,SPDR ゴールド ミニシェアーズ トラスト LBMA Gold Price PMに連動した成果を目指す。
GLIN,ヴァンエック・ベクトル・インド成長リーダーETF,us,etf,USD,india,0.80,beginner,low_cost,growth,both,false,false,ヴァンエック・ベクトル・インド成長リーダーETF マーケットグレーダー・インド・オール・キャップ・グロース・リーダーズ・インデックスの価格と利回り（手数料や経費控除前）に連動するパフォーマンスを目指します。
GMF,ST SPDR アジア 新興国株式 ETF,us,etf,USD,emerging,0.49,beginner,low_cost,growth,both,false,false,ST SPDR アジア 新興国株式 ETF S&P アジア・パシフィック・エマージング BMI 指数に連動した成果を目指す。
GNOM,グローバルX ゲノム&バイオテクノロジー ETF,us,etf,USD,sector,0.50,beginner,low_cost,growth,both,false,false,グローバルX ゲノム&バイオテクノロジー ETF ソラクティブ・ ゲノミクス・インデックスに連動する投資成果を目指します。
GRID,ファーストトラスト(FT)ナスダック クリーンエッジ スマートグリッド インフラ指数ファンド,us,etf,USD,sector,0.57,beginner,low_cost,growth,both,false,false,ファーストトラスト(FT)ナスダック クリーンエッジ スマートグリッド インフラ指数ファンド グローバルの次世代送電線網関連銘柄に投資します。
GUSH,Direxion デイリー S&P 石油・ガス探鉱・生産 ブル2 倍 ETF,us,etf,USD,commodity,1.01,leveraged,,,lump_sum,true,false,Direxion デイリー S&P 石油・ガス探鉱・生産 ブル2 倍 ETF S&P Oil & Gas Exploration & Production Select Industry Indexに連動した成果を目指す。
GXIG,グローバルX 米ドル建て投資適格社債 ETF,us,etf,USD,bond,0.14,beginner,low_cost,,both,false,false,グローバルX 米ドル建て投資適格社債 ETF 米ドル建て投資適格社債を主な投資対象とし、アクティブ運用により安定した利回りの獲得を目指す。
IBLC,iシェアーズ ブロックチェーン＆テック ETF,us,etf,USD,sector,0.47,beginner,low_cost,growth,both,false,false,iシェアーズ ブロックチェーン＆テック ETF 米国及び米国以外のブロックチェーンや暗号資産技術の開発・革新・活用に関連する株式で構成される指数と同等の投資成果を目指す
SMIN,iシェアーズMSCIインド小型株ETF,us,etf,USD,small_us,0.74,beginner,low_cost,growth,both,false,false,iシェアーズMSCIインド小型株ETF MSCIインド小型株インデックスの価格および利回り（手数料・費用控除前）に連動する投資成果を目指す。
SNDU,TRex 2倍 ロング SNDK Daily Target,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,TRex 2倍 ロング SNDK Daily Target サンディスク（NASDAQ:SNDK）の日次変動率の2倍（200%）の投資成果を目指す。
NVDG,レバレッジシェアーズ 2倍 NVDA Daily ETF,us,etf,USD,single_stock,0.75,leveraged,,,lump_sum,true,false,レバレッジシェアーズ 2倍 NVDA Daily ETF エヌビディアの普通株式(NASDAQ:NVDA)の日次変動率の 2 倍（200％）の投資成果を目指す。
ASMG,レバレッジシェアーズ 2倍 ASML Daily ETF,us,etf,USD,single_stock,0.75,leveraged,,,lump_sum,true,false,レバレッジシェアーズ 2倍 ASML Daily ETF ASMLホールディングスの普通株式(NASDAQ:ASML)の日次変動率の 2 倍（200％）の投資成果を目指す。
FAI,FT ブルームバーグ 人工知能 ETF,us,etf,USD,,0.65,beginner,low_cost,growth,both,false,false,FT ブルームバーグ 人工知能 ETF ディープラーニング、機械学習、自然言語処理、画像・音声認識などのソリューションを開発または促進する企業50社で構成される、ブルームバーグ人口知能（AI）指数への連動を目指すETF。
FTCB,FT コア投資適格債 ETF,us,etf,USD,bond,0.57,beginner,low_cost,,both,false,false,FT コア投資適格債 ETF 投資適格債券を投資対象としたアクティブ運用ETF。投資対象には、米国国債、米国社債、モーゲージ債などを含む。
FEMB,FT 新興国現地通貨建て債券 ETF,us,etf,USD,emerging,0.85,beginner,low_cost,,both,false,false,FT 新興国現地通貨建て債券 ETF 新興国の現地通貨建て債券を投資対象としたアクティブ運用ETF。
FPEI,FT 機関投資家向け優先証券＆インカムETF,us,etf,USD,bond,0.85,beginner,low_cost,,both,false,false,FT 機関投資家向け優先証券＆インカムETF Stone Bridge社をサブアドバイザーとして運用する、機関投資家向け優先証券を投資対象としたアクティブ運用ETF。
MGOV,FT 中期政府債 オポチュニティーズETF,us,etf,USD,bond,0.66,beginner,low_cost,,both,false,false,FT 中期政府債 オポチュニティーズETF 米国政府および政府機関などが発行した債券を投資対象としたアクティブ運用ETF。投資対象には米国国債、モーゲージ債などを含む。加重平均実効デュレーション目標が3～8年。
LGOV,FT 長期デュレーション オポチュニティETF,us,etf,USD,bond,0.66,beginner,low_cost,,both,false,false,FT 長期デュレーション オポチュニティETF 米国政府および政府機関などが発行した債券を投資対象としたアクティブ運用ETF。投資対象には米国国債、モーゲージ債などを含む。加重平均実効デュレーション目標が8年以上。
IAUI,NEOS ゴールド ハイインカムETF,us,etf,USD,commodity,0.78,beginner,low_cost,,both,false,false,NEOS ゴールド ハイインカムETF 金価格への投資とコールオプション戦略を組み合わせ、金の値動きと高い月次収益の獲得を同時に目指すアクティブETF。
JFLI,JPM フレキシブル インカム ETF,us,etf,USD,bond,0.48,beginner,low_cost,,both,false,false,JPM フレキシブル インカム ETF 世界の株式・債券・オルタナティブ資産へ柔軟に分散投資しするアクティブ運用のETF。
GXDW,グローバルX ドーシーライトテーマティックETF,us,etf,USD,sector,0.50,beginner,low_cost,growth,both,false,false,グローバルX ドーシーライトテーマティックETF Nasdaq Dorsey Wright Thematic RotationTM Indexに連動する投資成果を目指します。
HACK,アンプリファイ サイバーセキュリティ ETF,us,etf,USD,sector,0.60,beginner,low_cost,growth,both,false,false,アンプリファイ サイバーセキュリティ ETF ISEサイバー・セキュリティ指数に連動する投資成果を目指す。
HAIL,ST SPDR S&P Kensho スマートモビリティETF,us,etf,USD,sector,0.45,beginner,low_cost,growth,both,false,false,ST SPDR S&P Kensho スマートモビリティETF 自律走行車やコネクテッド車技術、商用・民生用ドローン技術、高度輸送追跡・輸送最適化システムなど、スマート輸送のイノベーションを推進する製品やサービスを持つ企業をとらえるよう設計された指数との連動を目指します。
HDV,iシェアーズ・コア 米国高配当株 ETF,us,etf,USD,dividend,0.08,beginner,low_cost,growth,both,false,false,iシェアーズ・コア 米国高配当株 ETF 米モーニングスター社が開発・算出する「モーニングスター配当フォーカス指数」を連動対象とし、米国市場に上場する高配当株に投資します。
HEDJ,ウィズダムツリー欧州株米ドルヘッジ付 ファンド,us,etf,USD,msci_world,0.58,beginner,low_cost,growth,both,false,false,ウィズダムツリー欧州株米ドルヘッジ付 ファンド ウィズダムツリー ヨーロッパ ヘッジド エクイティ インデックスに連動した成果を目指す。
HERO,グローバルX ヒーローズ（ゲーム&eスポーツ）ETF,us,etf,USD,sector,0.50,beginner,low_cost,growth,both,false,false,グローバルX ヒーローズ（ゲーム&eスポーツ）ETF ソラクティブ・ビデオゲーム・アンド・E スポーツ・インデックスに連動する投資成果を目指します。
HEWJ,iシェアーズ 米ドルヘッジ MSCI ジャパン ETF,us,etf,USD,japan_equity,0.50,beginner,low_cost,growth,both,false,false,iシェアーズ 米ドルヘッジ MSCI ジャパン ETF iシェアーズ 米ドルヘッジ MSCI ジャパン ETFは大型および中型の日本株式で構成された指数と同等の投資成果をあげることを目指すと同時に、日本円と米ドル間の為替変動の影響を軽減することを目指します。
HEZU,iシェアーズ 米ドルヘッジ MSCI ユーロゾーン ETF,us,etf,USD,msci_world,0.53,beginner,low_cost,growth,both,false,false,iシェアーズ 米ドルヘッジ MSCI ユーロゾーン ETF iシェアーズ 米ドルヘッジ MSCIユーロゾーンETFはユーロを基準通貨とする先進国の大型および中型の株式で構成される指数と同等の投資成果を目指すと同時に、ユーロと米ドル間の為替変動の影響を軽減することを目指します。
HYDR,グローバルＸ 水素テック ETF,us,etf,USD,sector,0.50,beginner,low_cost,growth,both,false,false,グローバルＸ 水素テック ETF ソラクティブ・グローバル・ハイドロゲン・インデックスに連動する運用実績を目指す。同指数は、水素技術のさらなる進歩から利益を得ることができる企業で構成される。
HYEM,ヴァンエック ベクトル 新興国ハイイールド債ETF,us,etf,USD,emerging,0.40,beginner,low_cost,,both,false,false,ヴァンエック ベクトル 新興国ハイイールド債ETF BofA Merrill LynchハイイールドUSエマージング・マーケッツ・リキッド・コーポレート・プラス・インデックスの価格と利回り（手数料と経費控除前）にできるだけ連動する運用実績を目指します。
HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,us,etf,USD,bond,0.48,beginner,low_cost,,both,false,false,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF インターナショナル・インデックス・カンパニー・リミテッドが作成する社債市場インデックスであるiBoxx 米ドル建てリキッド・ハイイールド・インデックスの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
HYLS,ファーストトラスト（FT）タクティカル ハイイールド ETF,us,etf,USD,bond,1.27,beginner,low_cost,,both,false,false,ファーストトラスト（FT）タクティカル ハイイールド ETF インカムゲインおよびキャピタルゲインの提供を目的とするETF
HYZD,ウィズダムツリー 米国ハイイールド社債ファンド（金利ヘッジ型）,us,etf,USD,bond,0.43,beginner,low_cost,,both,false,false,ウィズダムツリー 米国ハイイールド社債ファンド（金利ヘッジ型） バンクオブアメリカ・メリルリンチ・ユーエス・ハイ・イールド・コンストレインド・ゼロ・デュレーション・インデックス（0-5年）の価格およびイールドのパフォーマンス（手数料および費用控除前）に連動する投資成果を目指す。
IAU,iシェアーズ ゴールド・トラスト,us,etf,USD,commodity,0.25,beginner,low_cost,growth,both,false,false,iシェアーズ ゴールド・トラスト 金地金価格の日々の変動におおむね対応することを目標としています。当トラストの目標は、常に当該時点でトラストが保有する金の価格からトラストの費用および負債を控除した値を反映させることです。
IAGG,iシェアーズコア 世界総合債券市場 ETF,us,etf,USD,bond,0.07,beginner,low_cost,growth,both,false,false,iシェアーズコア 世界総合債券市場 ETF 米ドル建て債券を除くグローバル投資適格債を投資対象としながら、各通貨と米ドル間の為替変動リスクの軽減を図る指数と同等水準の投資成果を目指す。
IBB,iシェアーズ バイオテクノロジー ETF,us,etf,USD,sector,0.45,beginner,low_cost,growth,both,false,false,iシェアーズ バイオテクノロジー ETF 一般にNYSE バイオテクノロジー指数によって代表されるバイオテクノロジーおよび医薬関連銘柄の価格、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
ICLN,iシェアーズ グローバル・クリーンエネルギー ETF,us,etf,USD,sector,0.40,beginner,low_cost,growth,both,false,false,iシェアーズ グローバル・クリーンエネルギー ETF iシェアーズ S&P グローバル・クリーンエネルギー・インデックス・ファンドは、S&P グローバル・クリーンエネルギー指数の価格および利回りの実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
IDEV,iシェアーズ MSCI 先進国（除く米国） ETF,us,etf,USD,small_us,0.04,beginner,low_cost,growth,both,false,false,iシェアーズ MSCI 先進国（除く米国） ETF 米国を除く先進国の株式市場の大型株、中型株および小型株で構成されるMSCIワールド（除く米国）投資可能市場インデックスと同等の投資成果をあげることを目指す。
ITA,iシェアーズ 米国航空宇宙＆防衛 ETF,us,etf,USD,sector,0.38,beginner,low_cost,growth,both,false,false,iシェアーズ 米国航空宇宙＆防衛 ETF 米国の航空宇宙および防衛セクターの株式で構成される指数と同等の投資成果をあげることを目指す。
IDHQ,インベスコ S&P世界先進国クオリティ ETF,us,etf,USD,msci_world,0.29,beginner,low_cost,growth,both,false,false,インベスコ S&P世界先進国クオリティ ETF QSG先進国オポチュニティーズ指数に連動する投資成績を目標としている海外ETFです。従来のETFと異なるインテリジェントETFであり、高いパフォーマンスを目指しています。
IDX,ヴァンエック ベクトル インドネシア インデックス ETF,us,etf,USD,emerging,0.57,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル インドネシア インデックス ETF インドネシアETFは、ヴァンエック・べクトル・インドネシア・インデックスの価格と利回り（手数料や経費控除前）にできるだけ連動する運用実績を目指します。このインデックスは、インドネシアに本社があり主にインドネシアで上場されているか、売上高の50%以上をインドネシア国内の売上高が占めている上場企業へのエクスポージャーを提供します。したがって、当ファンドには同国への投資リスクが伴います。
IEF,iシェアーズ 米国国債 7-10年 ETF,us,etf,USD,bond,0.15,beginner,low_cost,,both,false,false,"iシェアーズ 米国国債 7-10年 ETF バークレイズ 米国国債（7-10年）インデックスに連動する。同インデックスは満期まで7年以上10年未満の残存期間を有し、かつ2億5,000万米ドル以上の発行済額面残高を有する、投資適格以上に格付けされた米ドル建ての米国財務省証券での実績を測定する。"
IEMG,iシェアーズ・コア MSCI エマージング・マーケット ETF,us,etf,USD,emerging,0.09,beginner,low_cost,growth,both,false,false,iシェアーズ・コア MSCI エマージング・マーケット ETF MSCIエマージング・マーケットIMIインデックスによって測定される価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
IEV,iシェアーズ ヨーロッパ ETF,us,etf,USD,msci_world,0.67,beginner,low_cost,growth,both,false,false,iシェアーズ ヨーロッパ ETF スタンダード&プアーズ ヨーロッパ350 インデックスによって表され、10以上の市場セクターをカバーして地理的／経済的多様性を提供する350の株式銘柄の株価および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
IFGL,iシェアーズ 先進国（除く米国）不動産 ETF,us,etf,USD,msci_world,0.48,beginner,low_cost,growth,both,false,false,iシェアーズ 先進国（除く米国）不動産 ETF FTSE EPRA Nareit 先進国（除く米国）不動産インデックスの価格および利回り実績と同等水準の投資性か（報酬および経費控除前）を目指します。このインデックスはカナダ、欧州およびアジアの不動産市場の不動産保有、売買および開発に携わる企業のパフォーマンスを測る指標です。
IGF,iシェアーズ グローバル・インフラ ETF,us,etf,USD,sector,0.41,beginner,low_cost,growth,both,false,false,iシェアーズ グローバル・インフラ ETF iシェアーズ S&P グローバル・インフラストラクチャー・インデックス・ファンドは、S&P グローバル・インフラストラクチャー指数の価格および利回りの実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
IGIB,iシェアーズ 米ドル建て社債 5-10年ETF,us,etf,USD,bond,0.04,beginner,low_cost,,both,false,false,iシェアーズ 米ドル建て社債 5-10年ETF ブルームバーグ・バークレイズ 米国クレジット(1-10年)インデックスに連動する。同インデックスは残存期間が1～10年で発行残高（額面ベース）2億5000万ドル超の米ドル建て投資適格債券を組み入れている。
IGOV,iシェアーズ 世界国債（除く米国）ETF,us,etf,USD,bond,0.35,beginner,low_cost,growth,both,false,false,iシェアーズ 世界国債（除く米国）ETF S&Pシティグループ・インターナショナル・トレジャリー・ボンド・インデックス（除く米国）の価格及び利回りの実績に概ね対応する投資成果（手数料及び経費控除前）をあげることを目標としています。
IGSB,iシェアーズ 米ドル建て社債1-5年ETF,us,etf,USD,bond,0.04,beginner,low_cost,,both,false,false,iシェアーズ 米ドル建て社債1-5年ETF iシェアーズ短期社債ETF（iShares Short-Term Corporate Bond ETF）は、米国籍のETF（上場投資信託）。米ドル建てで投資適格かつ残存期間1-3年の、社債、ソブリン債、国際 機関債、地方債、および非米国政府機関債で構成されるインデックス、具体的には、ICE バンクオブアメリカ・メリルリンチ1-5年米国社債インデックスに連動する投資成果を目 指す。
IHY,ヴァンエック ベクトル 国際ハイイールド債ETF,us,etf,USD,bond,0.40,beginner,low_cost,,both,false,false,ヴァンエック ベクトル 国際ハイイールド債ETF BofA Merrill Lynchグローバル・ハイイールド・コンストレインド・インデックス（米国を除く)に連動する運用実績を目指します。
IJH,iシェアーズ・コア S&P 中型株 ETF,us,etf,USD,style_factor,0.05,beginner,low_cost,growth,both,false,false,iシェアーズ・コア S&P 中型株 ETF スタンダード・アンド・プアーズMidCap 400インデックスによって代表される米国の中型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
IJR,iシェアーズ・コア S&P 小型株 ETF,us,etf,USD,small_us,0.06,beginner,low_cost,growth,both,false,false,iシェアーズ・コア S&P 小型株 ETF スタンダード･アンド･プアーズSmallCap 600 インデックスによって代表される米国の小型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。
